PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Loan_Status
-0.7823901438430377,-0.897750295348091,0.6555214598121811,0.69990232378429,0.24334694117234898,-0.9001998846059907,-0.01840768921028362,-0.7332503245291722,-0.4494216226692587,-1.0356839405654639,1
0.296009853733409,0.3852154224546915,0.20933287535230136,-1.2817273068955015,0.6200218135263619,-0.20385849234119893,-0.17374456701425375,0.1798136306817438,0.9128979393350206,0.1466085374943296,0
-0.2207348321572775,0.04265440864976707,0.06923113357571736,1.0322712112524095,1.4843749662670989,0.639546705222201,2.335270045616595,-1.1819586358885104,-0.022005294515145515,0.38875366560612856,1
-0.5593158533668755,1.3656699784340667,0.3172312598640349,0.2620749992131191,0.27800638638000097,-0.3112705611058017,-0.1680525800642883,-0.60222318261607,-1.9148398367726254,0.7417481589404445,1
-0.8030284040833165,-0.8875411016579308,0.6465378791395793,0.7087826776100995,0.2527837316776797,-0.9058619116170886,-0.014856054685324681,-0.7353807201287308,-0.4382046247772878,-1.0424577993483697,1
2.0964207133797257,-0.3379466085357976,0.6470961872072437,0.7515454667795745,0.48434649183091727,1.2904940628542951,2.0437305861936412,0.041134083508716494,-0.839006253632121,-0.06752930835955473,1
-0.7821527732678143,1.4505350708731006,0.13777172661622808,0.33442258565039257,0.4449870357668634,-0.4610731862283769,-0.09677435722298748,-0.6155899148640224,-1.7892293814882032,0.7190599530973236,1
1.4013866074996495,1.3875895900322406,-0.7593902343868312,-0.2756452921521858,-1.985770495985873,-0.7778562268746213,1.2846679529251577,1.2457325380436064,0.8189866831441406,-0.7606274392845865,0
0.7569644494512086,0.537883547339784,0.8760279637703116,0.5425034098271373,0.2686553885509772,-1.0094594370131138,0.6806630787104988,0.5681119796636602,-0.27529734924627164,-0.1548519777903635,1
2.8020362578305718,-0.6613347572304209,2.3778533509012676,-1.0084710052765333,-1.260178929491415,0.9213526254930711,-0.7092516601007726,0.11717796444877071,-0.9758137417768667,0.29809376316836755,0
0.019791400365193043,0.9583888984393147,0.6668119556689615,0.6873392529552089,0.5621642743768563,-1.167700161402563,0.9281631462954155,0.5844428409604272,0.05783848086854385,-0.26818465505700356,1
0.27437947762515946,0.8924364876613199,0.9504382795189775,0.5622480353333656,0.3235124112183833,-0.9362024310463799,0.8678234124064769,0.6240308601191369,-0.1094681596181796,-0.22779776567806898,1
1.2183472285259838,0.735006634138967,2.263025652032213,0.10794648366224056,-0.753161716667494,0.17854464531082068,0.5924461652282567,0.7738750091793754,-0.7635852193177292,-0.17505724692607305,1
-1.0929837619840508,-0.4436984734536796,0.5701899875511167,-1.3188188891584984,0.13054271205966267,0.48111807088596775,-0.5734734363414133,-0.33973411788594077,0.6288047127714986,-1.068893067077924,0
-0.013041077827623447,2.35613595814638,0.6947470694984601,2.898913322527545,0.5851292893419718,0.17555877108313586,-0.7566405154265269,0.21661238587222453,1.718355476634011,-0.38170888190968827,1
